"Message",Low,"Done executing task ""ResolveToolchainRequiredAssemblyRoots""."
"Message",Low,"Task ""ReducedCopyAssemblyClosure"""
"Warning",,0,0,"ILTransform : warning ILT0010: Could not find assembly 'Java.Interop, Version=0.1.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065' referenced by 'Mono.Android'."
"Warning",,0,0,"ILTransform : warning ILT0010: Could not find assembly 'System.Drawing.Common, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51' referenced by 'Mono.Android'."
"Message",Low,"Done executing task ""ReducedCopyAssemblyClosure""."
"Message",Low,"Done building target ""ConstructILTransformAssemblyClosure"" in file ""Preparation""."
"Message",Low,"Done building project ""Preparation""."
"Message",Low,""
"Message",Low,""
"Message",High,"Processing application code"
"Message",Low,"Task ""RunILTransforms"""
"Message",Normal,"Running 'DumpNativeResources' transform, heap at 24 MB."
"Message",Normal,"Running 'Analysis' transform, heap at 38 MB."
"Message",Low,"Loading 109 modules..."
"Error",,0,0,"Internal compiler error: MCG0023:UnresolvableAssemblyReference Unresolvable assembly reference 'Assembly(Name=Java.Interop, Version=0.1.0.0, Culture=neutral, PublicKeyToken=84e04ff9cfb79065)' found. Please check the references in your build system. A reference is either missing or an assembly is missing an expected type."
"Message",Low,"Done executing task ""RunILTransforms"" -- FAILED."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms"" -- FAILED."
"Message",Low,"Done building project ""ILTransforms"" -- FAILED."
"Message",Low,"Compilation failed"
